miRNA,182_S25_R1_001,112_S27_R1_001,15-7p150_S32_R1_001,192_S22_R1_001,15-1p16_S33_R1_001,121_S24_R1_001,153_S15_R1_001,124_S16_R1_001,166_S4_R1_001,059_S13_R1_001,167_S23_R1_001,149_S3_R1_001,093_S6_R1_001,144_S5_R1_001,062_S19_R1_001,179_S26_R1_001,138_S30_R1_001,033_S21_R1_001,6c_S47_R1_001,123_S20_R1_001,1c_S43_R1_001,29-7p16_S41_R1_001,Undetermined_S0_R1_001,197_S2_R1_001,15-7p16_S31_R1_001,29-1p16_S39_R1_001,17-7p150_S38_R1_001,109_S9_R1_001,187_S10_R1_001,105_S1_R1_001,15-1p150_S34_R1_001,29-7p150_S42_R1_001,17-1p150_S36_R1_001,17-7p16_S37_R1_001,127_S29_R1_001,164_S14_R1_001,075_S12_R1_001,135_S7_R1_001,17-1p16_S35_R1_001,019_S18_R1_001,125_S11_R1_001,106_S28_R1_001,7c_S44_R1_001,32c_S45_R1_001,29-1p150_S40_R1_001,4c_S46_R1_001,103_S17_R1_001,34c_S48_R1_001,128_S8_R1_001
Hsa-Let-7-P1a_3p*,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Let-7-P1a_5p/P2a1_5p/P2a2_5p,36138.0,81772.0,16704.0,132812.0,39535.0,135793.0,47473.0,75606.0,58865.0,177273.0,85438.0,90050.0,39408.0,42152.0,147024.0,98785.0,51272.0,98994.0,299195.0,94629.0,147255.0,8116.0,68044.0,91075.0,75924.0,4036.0,5933.0,135355.0,69241.0,65961.0,26445.0,6020.0,9068.0,52585.0,12233.0,78524.0,13022.0,123153.0,28433.0,64122.0,103863.0,17162.0,499254.0,56120.0,4138.0,2216.0,56706.0,1123457.0,137531.0
Hsa-Let-7-P1b_3p*,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,0.0,82.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,26.0,0.0,0.0,51.0,5.0,0.0,0.0,16.0,16.0,0.0
Hsa-Let-7-P1b_5p,553.0,1535.0,385.0,5911.0,5222.0,5464.0,1154.0,1265.0,1326.0,4043.0,3654.0,1658.0,2528.0,2210.0,7683.0,5995.0,1192.0,2661.0,21989.0,2070.0,3850.0,721.0,2006.0,3836.0,6612.0,395.0,332.0,1480.0,2014.0,3538.0,1933.0,435.0,1128.0,5971.0,1117.0,2226.0,1317.0,1644.0,3651.0,2241.0,2504.0,26.0,10402.0,415.0,81.0,88.0,2227.0,5423.0,2559.0
Hsa-Let-7-P1c_3p*,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Let-7-P1c_5p,8333.0,1353.0,339.0,1933.0,897.0,2750.0,1238.0,1412.0,907.0,2277.0,1874.0,1307.0,1140.0,829.0,1507.0,1494.0,678.0,1538.0,22782.0,1376.0,3011.0,118.0,1454.0,2205.0,1484.0,87.0,152.0,1857.0,1201.0,2294.0,1514.0,135.0,1035.0,1066.0,489.0,896.0,495.0,1551.0,696.0,1770.0,1147.0,31.0,16076.0,543.0,60.0,63.0,1154.0,7167.0,1961.0
Hsa-Let-7-P2a1_3p*,225.0,138.0,0.0,136.0,24.0,17.0,115.0,137.0,182.0,165.0,19.0,215.0,70.0,64.0,315.0,182.0,405.0,123.0,126.0,167.0,122.0,0.0,104.0,7.0,171.0,5.0,16.0,146.0,32.0,56.0,78.0,0.0,19.0,55.0,0.0,169.0,0.0,117.0,21.0,26.0,324.0,4.0,131.0,9.0,14.0,0.0,136.0,4.0,142.0
Hsa-Let-7-P2a2_3p*,1454.0,64.0,15.0,128.0,0.0,0.0,45.0,76.0,107.0,96.0,0.0,208.0,0.0,68.0,155.0,216.0,286.0,0.0,177.0,106.0,133.0,0.0,87.0,32.0,0.0,0.0,62.0,61.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,140.0,0.0,32.0,123.0,0.0,266.0,38.0,0.0,0.0,64.0,8.0,94.0
Hsa-Let-7-P2a3_3p*,1271.0,72.0,222.0,64.0,48.0,0.0,126.0,103.0,98.0,66.0,0.0,78.0,98.0,72.0,230.0,200.0,164.0,121.0,50.0,116.0,31.0,0.0,82.0,0.0,0.0,0.0,0.0,96.0,0.0,45.0,118.0,0.0,0.0,92.0,0.0,92.0,0.0,84.0,0.0,22.0,161.0,0.0,0.0,0.0,8.0,0.0,98.0,0.0,67.0
Hsa-Let-7-P2a3_5p,33797.0,50262.0,21566.0,115423.0,76169.0,86681.0,37281.0,55701.0,42808.0,138479.0,54866.0,105054.0,38612.0,36777.0,254653.0,140507.0,46783.0,95134.0,210619.0,56865.0,108239.0,13929.0,58426.0,69968.0,190180.0,6705.0,6744.0,110736.0,50667.0,73192.0,27741.0,7863.0,10350.0,111852.0,8471.0,71607.0,3343.0,94645.0,47940.0,59835.0,163931.0,8650.0,357899.0,22617.0,3790.0,2792.0,63117.0,519364.0,96582.0
Hsa-Let-7-P2b1_3p*,171.0,21.0,0.0,41.0,9.0,0.0,30.0,16.0,18.0,0.0,0.0,0.0,42.0,14.0,59.0,70.0,86.0,52.0,40.0,37.0,55.0,0.0,19.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,61.0,0.0,4.0,29.0,0.0,22.0,0.0,28.0,0.0,0.0,30.0,0.0,149.0,37.0,3.0,0.0,40.0,9.0,31.0
Hsa-Let-7-P2b1_5p,37287.0,94208.0,16479.0,108785.0,25183.0,107668.0,70418.0,147485.0,63785.0,194674.0,57030.0,93765.0,41864.0,46006.0,123194.0,68893.0,71933.0,84885.0,97307.0,88946.0,84140.0,5544.0,55569.0,86248.0,68706.0,2512.0,3624.0,171852.0,72774.0,78666.0,20133.0,3795.0,5610.0,39611.0,8621.0,66642.0,6022.0,198677.0,17500.0,86359.0,101011.0,6770.0,240341.0,6412.0,2528.0,3742.0,80739.0,575255.0,178863.0
Hsa-Let-7-P2b2_3p*,1212.0,111.0,0.0,165.0,0.0,37.0,96.0,140.0,116.0,46.0,43.0,74.0,92.0,107.0,217.0,230.0,179.0,209.0,193.0,146.0,212.0,0.0,113.0,0.0,0.0,0.0,230.0,76.0,201.0,136.0,519.0,7.0,98.0,67.0,0.0,131.0,0.0,110.0,115.0,18.0,152.0,3.0,577.0,245.0,17.0,0.0,136.0,75.0,57.0
Hsa-Let-7-P2b2_5p,14373.0,34314.0,1952.0,37993.0,3698.0,53258.0,9637.0,18099.0,10496.0,30547.0,38679.0,7983.0,6466.0,13903.0,35730.0,19207.0,16431.0,25676.0,65442.0,31469.0,47359.0,1033.0,15043.0,26773.0,1899.0,664.0,1356.0,21906.0,11753.0,16841.0,4903.0,964.0,1673.0,4552.0,5850.0,8305.0,9145.0,19310.0,2634.0,18444.0,8655.0,8842.0,78879.0,21086.0,657.0,1599.0,12339.0,277796.0,26871.0
Hsa-Let-7-P2b3_3p*,1000.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,53.0,61.0,0.0,0.0,0.0,37.0,0.0,216.0,0.0,203.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,79.0,0.0,105.0,0.0,73.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Let-7-P2b3_5p,1623.0,5065.0,1542.0,4829.0,891.0,5387.0,3060.0,4504.0,2882.0,9233.0,3526.0,3384.0,2069.0,1862.0,9433.0,3298.0,3252.0,2960.0,47314.0,3463.0,11802.0,267.0,4437.0,3427.0,3108.0,109.0,165.0,7835.0,3241.0,3678.0,807.0,132.0,211.0,923.0,387.0,2740.0,1150.0,7596.0,470.0,3647.0,2402.0,1265.0,30927.0,1767.0,106.0,70.0,3208.0,102534.0,8738.0
Hsa-Let-7-P2c1_3p*,10668.0,4215.0,2276.0,3190.0,1474.0,2834.0,1830.0,2120.0,2155.0,2700.0,2677.0,2693.0,2064.0,1456.0,6177.0,7248.0,3115.0,3857.0,1661.0,3862.0,539.0,331.0,1932.0,2002.0,803.0,108.0,2964.0,2403.0,5358.0,1916.0,6414.0,830.0,2926.0,1533.0,447.0,2645.0,228.0,2649.0,733.0,1296.0,2701.0,27.0,1299.0,568.0,425.0,7.0,2023.0,1941.0,3623.0
Hsa-Let-7-P2c1_5p,2441.0,6962.0,1163.0,9203.0,2488.0,6632.0,4677.0,8806.0,4637.0,10454.0,4144.0,6292.0,2968.0,3218.0,11396.0,7197.0,7519.0,6374.0,12957.0,6203.0,5046.0,655.0,4042.0,4414.0,4227.0,307.0,400.0,7975.0,3766.0,3676.0,2169.0,354.0,628.0,3856.0,559.0,3760.0,41.0,7990.0,1703.0,4298.0,5223.0,69.0,15065.0,2052.0,321.0,159.0,6155.0,41746.0,7332.0
Hsa-Let-7-P2c2_3p*,280.0,499.0,4.0,731.0,18.0,481.0,280.0,318.0,313.0,612.0,569.0,571.0,259.0,233.0,695.0,407.0,632.0,913.0,233.0,712.0,251.0,0.0,277.0,234.0,0.0,0.0,109.0,364.0,267.0,166.0,354.0,57.0,44.0,152.0,45.0,305.0,0.0,221.0,31.0,236.0,749.0,0.0,421.0,15.0,28.0,0.0,286.0,930.0,257.0
Hsa-Let-7-P2c2_5p,51046.0,198428.0,34932.0,196461.0,11390.0,182892.0,169888.0,210423.0,149660.0,310891.0,154136.0,165341.0,129485.0,117062.0,241278.0,139717.0,188566.0,161749.0,90565.0,174568.0,66567.0,4968.0,90020.0,174367.0,61262.0,1857.0,6374.0,275567.0,101361.0,129712.0,32369.0,6904.0,6029.0,18110.0,23017.0,140967.0,36653.0,220270.0,9664.0,176337.0,208488.0,30106.0,129870.0,2985.0,5639.0,3863.0,154596.0,333974.0,266493.0
Hsa-Let-7-P2c3_3p*,165.0,88.0,0.0,96.0,0.0,9.0,36.0,15.0,59.0,54.0,65.0,38.0,20.0,19.0,89.0,93.0,83.0,58.0,68.0,101.0,52.0,3.0,27.0,19.0,0.0,0.0,11.0,72.0,0.0,15.0,35.0,17.0,7.0,0.0,0.0,38.0,0.0,57.0,0.0,0.0,84.0,0.0,78.0,2.0,35.0,0.0,43.0,19.0,53.0
Hsa-Let-7-P2c3_5p,26589.0,67090.0,4851.0,48726.0,7123.0,59831.0,26221.0,61107.0,22898.0,60379.0,37184.0,20737.0,13168.0,15460.0,37314.0,25131.0,45715.0,26078.0,77258.0,30422.0,31203.0,1471.0,23412.0,44070.0,14248.0,767.0,1209.0,61288.0,21841.0,31128.0,7652.0,1285.0,2148.0,8335.0,8734.0,18685.0,5290.0,60976.0,4659.0,37680.0,20709.0,3832.0,97106.0,8158.0,757.0,518.0,38372.0,332939.0,56335.0
Hsa-Mir-1-P1_3p/P2_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,12.0,0.0
Hsa-Mir-1-P1_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P3_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P3_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1a_3p*,12.0,11.0,0.0,16.0,0.0,51.0,11.0,9.0,18.0,23.0,0.0,7.0,9.0,36.0,11.0,17.0,25.0,9.0,23.0,59.0,44.0,0.0,10.0,0.0,0.0,0.0,30.0,7.0,22.0,6.0,24.0,0.0,34.0,4.0,0.0,13.0,0.0,11.0,16.0,9.0,28.0,0.0,74.0,0.0,4.0,0.0,24.0,4.0,3.0
Hsa-Mir-10-P1a_5p,18202.0,33911.0,49867.0,67628.0,33866.0,80123.0,22428.0,30219.0,23568.0,34760.0,83137.0,36180.0,42989.0,31036.0,29523.0,50115.0,36434.0,71367.0,397663.0,67990.0,595117.0,8562.0,54176.0,80398.0,50040.0,3232.0,17666.0,17454.0,60408.0,47925.0,49227.0,6679.0,28820.0,54821.0,18618.0,30327.0,11091.0,19351.0,37384.0,80744.0,23629.0,35726.0,1283412.0,26939.0,1730.0,1555.0,45174.0,80978.0,24180.0
Hsa-Mir-10-P1b_3p*,11.0,5.0,0.0,12.0,60.0,7.0,5.0,15.0,7.0,0.0,0.0,2.0,8.0,10.0,4.0,5.0,0.0,9.0,13.0,20.0,7.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,0.0,6.0,22.0,0.0,3.0,0.0,6.0,16.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,10.0,2.0,3.0
Hsa-Mir-10-P1b_5p,42904.0,133319.0,212302.0,237978.0,97515.0,339873.0,190623.0,147452.0,104956.0,150290.0,400166.0,118622.0,318256.0,212177.0,85082.0,146565.0,129965.0,246127.0,304863.0,227619.0,106243.0,23984.0,122816.0,459693.0,267855.0,9854.0,36270.0,96569.0,297474.0,327839.0,131776.0,16793.0,71463.0,132371.0,128451.0,162138.0,67577.0,97474.0,87929.0,401892.0,157532.0,181282.0,278646.0,9056.0,4588.0,560.0,257161.0,204508.0,130741.0
Hsa-Mir-10-P2a_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P2a_5p,16841.0,829.0,144.0,1002.0,48.0,1293.0,312.0,244.0,239.0,572.0,505.0,555.0,726.0,585.0,665.0,645.0,667.0,1105.0,9659.0,1915.0,5920.0,15.0,1174.0,718.0,10.0,2.0,225.0,641.0,616.0,581.0,1257.0,56.0,125.0,148.0,489.0,292.0,71.0,135.0,56.0,493.0,216.0,17.0,25299.0,886.0,18.0,92.0,758.0,1483.0,374.0
Hsa-Mir-10-P2b_3p*,11.0,41.0,0.0,38.0,0.0,73.0,24.0,54.0,41.0,46.0,0.0,46.0,77.0,36.0,56.0,165.0,23.0,0.0,137.0,35.0,129.0,0.0,27.0,0.0,117.0,0.0,15.0,31.0,61.0,37.0,0.0,0.0,0.0,0.0,47.0,83.0,0.0,22.0,0.0,65.0,45.0,0.0,164.0,5.0,0.0,0.0,40.0,72.0,17.0
Hsa-Mir-10-P2b_5p,404.0,720.0,654.0,1405.0,1326.0,1941.0,323.0,301.0,265.0,523.0,2165.0,749.0,605.0,524.0,1927.0,1510.0,577.0,1310.0,78468.0,1556.0,19874.0,231.0,2605.0,1303.0,261.0,88.0,296.0,338.0,1075.0,648.0,1419.0,183.0,691.0,1769.0,631.0,623.0,12.0,340.0,1248.0,902.0,348.0,1124.0,35986.0,3351.0,44.0,1266.0,738.0,19148.0,496.0
Hsa-Mir-10-P2c_3p*,527.0,8.0,0.0,6.0,0.0,0.0,4.0,0.0,12.0,10.0,0.0,8.0,10.0,0.0,0.0,16.0,18.0,29.0,43.0,29.0,11.0,0.0,17.0,39.0,0.0,0.0,14.0,0.0,53.0,24.0,43.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,52.0,0.0,0.0,0.0,21.0,9.0,7.0
Hsa-Mir-10-P2c_5p,9764.0,179.0,191.0,353.0,102.0,326.0,203.0,189.0,127.0,87.0,269.0,370.0,125.0,110.0,229.0,302.0,97.0,674.0,5488.0,263.0,976.0,41.0,418.0,177.0,139.0,12.0,42.0,72.0,336.0,120.0,406.0,0.0,76.0,205.0,28.0,175.0,4.0,106.0,118.0,266.0,137.0,5.0,6539.0,124.0,9.0,0.0,216.0,1082.0,137.0
Hsa-Mir-10-P3a_3p*,495.0,38.0,59.0,70.0,0.0,104.0,7.0,13.0,26.0,46.0,155.0,107.0,54.0,19.0,7.0,17.0,30.0,83.0,4008.0,96.0,317.0,0.0,86.0,110.0,0.0,0.0,0.0,26.0,0.0,31.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,6.0,0.0,46.0,0.0,0.0,963.0,17.0,0.0,102.0,85.0,187.0,49.0
Hsa-Mir-10-P3a_5p,2012.0,160.0,3.0,145.0,101.0,154.0,56.0,61.0,37.0,60.0,130.0,52.0,83.0,38.0,57.0,146.0,43.0,206.0,15743.0,178.0,966.0,0.0,339.0,87.0,6.0,4.0,18.0,52.0,177.0,128.0,258.0,0.0,60.0,142.0,52.0,39.0,0.0,30.0,79.0,173.0,11.0,10.0,4150.0,164.0,0.0,250.0,85.0,1369.0,97.0
Hsa-Mir-10-P3b_3p*,8.0,0.0,0.0,0.0,37.0,0.0,9.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,36.0,0.0,11.0,81.0,11.0,72.0,0.0,11.0,0.0,0.0,12.0,8.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,0.0,0.0,9.0,0.0,8.0,0.0,74.0,4.0,0.0,0.0,0.0,29.0,0.0
Hsa-Mir-10-P3b_5p,419.0,719.0,674.0,1662.0,2126.0,2255.0,467.0,525.0,215.0,729.0,1876.0,402.0,716.0,314.0,1485.0,970.0,536.0,1513.0,58415.0,1160.0,11429.0,338.0,2425.0,1179.0,1279.0,148.0,192.0,364.0,689.0,765.0,1520.0,101.0,1004.0,2778.0,573.0,519.0,245.0,356.0,1988.0,827.0,240.0,615.0,47158.0,4075.0,81.0,1486.0,1172.0,21752.0,458.0
Hsa-Mir-10-P3c_3p*,10662.0,154.0,0.0,243.0,14.0,385.0,304.0,171.0,153.0,157.0,242.0,233.0,269.0,103.0,104.0,387.0,76.0,602.0,730.0,191.0,191.0,6.0,288.0,275.0,2.0,0.0,19.0,82.0,733.0,325.0,269.0,0.0,49.0,57.0,122.0,84.0,0.0,83.0,53.0,597.0,128.0,0.0,964.0,16.0,0.0,0.0,359.0,180.0,135.0
Hsa-Mir-10-P3c_5p,2620.0,210.0,0.0,157.0,305.0,332.0,56.0,91.0,62.0,64.0,124.0,46.0,67.0,49.0,52.0,66.0,73.0,151.0,33274.0,131.0,1829.0,83.0,631.0,234.0,0.0,0.0,25.0,18.0,125.0,111.0,168.0,254.0,57.0,712.0,179.0,56.0,0.0,31.0,339.0,184.0,27.0,13.0,8313.0,272.0,0.0,495.0,116.0,3552.0,44.0
Hsa-Mir-101-P1_3p/P2_3p,324079.0,462865.0,67007.0,273169.0,10475.0,269019.0,308357.0,446840.0,275454.0,479922.0,342230.0,250501.0,285255.0,262255.0,291104.0,215148.0,404998.0,247204.0,50054.0,257749.0,36594.0,3661.0,157530.0,330281.0,38644.0,1553.0,10004.0,561873.0,179933.0,235921.0,57763.0,4743.0,7674.0,12018.0,36405.0,267207.0,79870.0,367114.0,7945.0,260740.0,254092.0,33368.0,62426.0,3121.0,4197.0,1122.0,337265.0,28800.0,570970.0
Hsa-Mir-101-P1_5p*,294.0,400.0,146.0,444.0,26.0,170.0,117.0,277.0,296.0,261.0,203.0,99.0,185.0,219.0,439.0,338.0,488.0,375.0,107.0,326.0,84.0,0.0,138.0,230.0,2.0,8.0,26.0,459.0,96.0,108.0,86.0,0.0,0.0,50.0,41.0,188.0,0.0,248.0,18.0,97.0,315.0,0.0,153.0,5.0,21.0,0.0,297.0,45.0,320.0
Hsa-Mir-101-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P1_3p/P2_3p/P3_3p,133631.0,335294.0,118845.0,307776.0,6834.0,271673.0,255096.0,359011.0,376211.0,555340.0,241261.0,344918.0,316245.0,333674.0,304165.0,279350.0,300004.0,379378.0,47652.0,324539.0,32997.0,2865.0,204645.0,302360.0,31774.0,1208.0,17064.0,470579.0,305931.0,179131.0,66430.0,4900.0,9029.0,7787.0,28089.0,324811.0,15952.0,220268.0,5036.0,254426.0,564942.0,14620.0,70141.0,4480.0,5461.0,2497.0,347568.0,121990.0,473651.0
Hsa-Mir-103-P1_5p*/P2_5p*,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,16.0,6.0,8.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,26.0,6.0,0.0,0.0,7.0,26.0,3.0
Hsa-Mir-103-P3_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_3p*/P2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_5p/P2_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1180_3p,89.0,429.0,0.0,234.0,20.0,178.0,145.0,133.0,124.0,180.0,785.0,171.0,154.0,167.0,225.0,236.0,379.0,216.0,136.0,291.0,67.0,0.0,110.0,214.0,0.0,11.0,15.0,218.0,77.0,86.0,65.0,11.0,11.0,0.0,82.0,106.0,0.0,236.0,0.0,229.0,137.0,3.0,131.0,56.0,15.0,0.0,106.0,624.0,231.0
Hsa-Mir-1180_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_3p*,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_5p,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_3p*,925.0,4.0,0.0,0.0,0.0,0.0,32.0,7.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,70.0,0.0,5.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,0.0,71.0,0.0,87.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_5p,35162.0,96.0,111.0,185.0,43.0,800.0,131.0,105.0,38.0,466.0,512.0,29.0,79.0,102.0,96.0,898.0,41.0,2613.0,17.0,198.0,9.0,19.0,483.0,395.0,6.0,7.0,7.0,45.0,951.0,127.0,686.0,7.0,34.0,31.0,273.0,75.0,62.0,51.0,5.0,540.0,36.0,9.0,12.0,23.0,29.0,0.0,251.0,48.0,37.0
Hsa-Mir-124-P1_3p/P2_3p/P3_3p,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
